Availability,0,稼動状態　0=販売　1=休止　2=係員　3=電源オフ
Status,254,装置状態　0=正常　254=警告　255=障害
Coin500,0,500円ホッパー　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Coin100,0,100円ホッパー　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Coin50,0,50円ホッパー　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Coin10,0,10円ホッパー　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
CoinUnit,0,硬貨部全体　0=正常　254=警告　255=障害
Bill10000,0,１万円収納部　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Bill5000,4,５千円収納部　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Bill2000,0,２千円収納部　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
Bill1000,0,千円収納部　0=正常　1=ニアフル　2=フル　3=ニアエンプティ　4=エンプティ　254=警告　255=異常
BillUnit,254,紙幣部全体　0=正常　254=警告　255=障害
OperatorCall,0,係員呼出　0=なし　255=あり
Door,0,本体扉　0=閉　255=開
TicketPrinterUnit,0,発券プリンタ部　0=正常　1=ロール紙Ａ切れ　2=ロール紙Ｂ切れ　3=ロール紙切れ　254=警告　255=異常
Usb,0,ＵＳＢ　0=正常　1=未挿入　254=警告
FtpAct,0,ＦＴＰ実行可否　0=実行可　0≠実行不可　1=一括集計中　2=集計印字・クリア中　3=ＵＳＢ入出力中　4=その他ローカル操作中
Alert1,W,21,03,00,５千円紙幣がありません,20140616,042724,障害情報1　エラーレベル(E=障害　W=警告)　要因部　エラー概要　エラー詳細　エラー文言　発生日付　発生時刻
Alert2,
Alert3,
Alert4,
Alert5,
Alert6,
Alert7,
Alert8,
Alert9,
Alert10,
PcVer, 2. 00,,PC部　バージョン
CpuBootVer,A001,F630,基板部　ブートバージョン　SUM値
CpuAplVer,A118,8E9B,基板部　アプリバージョン　SUM値
TprVer,B010,4624,発券部　バージョン　SUM値
CoinVer,C010,83B5,硬貨部　バージョン　SUM値
HpdVer,108 ,BADA,紙幣部　バージョン　SUM値
HpdBvVer,0108,    ,紙幣識別部　バージョン
